Artist,Technique,Year,Type,Width (cm),Height (cm),Year of sale,Price (BRL),img_url,url,Sold,Technique_fix,Título,Década,Error,Descrição,Século,artist_link,Fonte de Pesquisa,Width,Height,Price (USD)
Di Cavalcanti,Serigrafia sobre papel,,Pinturas,23.0,13.5,2007,650.0,,,,reprodução,,,,,,,,,,
Estev,Óleo sobre Tela,1965.0,Pinturas,50.0,65.0,2007,1100.0,,,,pintura,,,,,,,,,,
Eugenio Proen,Técnica Mista,,Pinturas,21.0,32.0,2007,2000.0,,,,outro,,,,,,,,,,
Amelia Toledo,Óleo sobre juta crua,1998.0,Pinturas,58.0,140.0,2007,7700.0,,,,pintura,,,,,,,,,,
Edesio Esteves Aguiar Nascimento,Óleo sobre Tela,1986.0,Pinturas,71.0,57.0,2007,1400.0,,,,pintura,,,,,,,,,,
Di Cavalcanti,Xilogravura a cores sobre papel,,Pinturas,65.0,47.0,2007,1800.0,,,,reprodução,,,,,,,,,,
Harry Elsas,Óleo sobre Tela,,Pinturas,60.0,70.0,2007,1500.0,,,,pintura,,,,,,,,,,
Di Cavalcanti,Óleo sobre Tela,1947.0,Pinturas,53.0,64.0,1997,294000.0,,,,pintura,,,,,,,,,,
Alberto Guignard,Óleo sobre madeira,1947.0,Pinturas,35.0,27.0,2007,68000.0,,,,pintura,,,,,,,,,,
Antonio Dias,Aquarela e nanquim sobre papel,1963.0,Pinturas,27.0,30.0,2005,30000.0,,,,pintura,,,,,,,,,,
Annita Catarina Malfatti,Grafite,,Pinturas,25.0,22.0,2004,5500.0,,,,desenho,,,,,,,,,,
Georgina de Albuquerque,Aquarela,,Pinturas,20.0,28.0,2007,1200.0,,,,pintura,,,,,,,,,,
Luis Gregorio Gruber Novaes Correia,Óleo sobre Tela,1979.0,Pinturas,190.0,150.0,2007,33000.0,,,,pintura,,,,,,,,,,
Candido Portinari,Lápis de cor e grafite,1953.0,Pinturas,20.5,25.0,2007,32500.0,,,,desenho,,,,,,,,,,
Candido Portinari,"Grafite,crayon e sanguinea",1959.0,Pinturas,31.0,29.5,2000,25200.0,,,,desenho,,,,,,,,,,
Ant,Aquarela e nanquim,1967.0,Pinturas,24.5,31.5,2004,11000.0,,,,pintura,,,,,,,,,,
Tomas Santa Rosa Junior,Guache sobre papel,1955.0,Pinturas,46.0,21.0,2007,3000.0,,,,pintura,,,,,,,,,,
Laszlo Meitner,Óleo sobre Tela,1953.0,Pinturas,65.0,81.0,2007,3400.0,,,,pintura,,,,,,,,,,
Carlos Passos,Óleo sobre Tela,,Pinturas,150.0,90.0,2007,2600.0,,,,pintura,,,,,,,,,,
Tadashi Kaminagai,Aquarela e grafite sobre papel,1973.0,Pinturas,47.0,32.0,2007,1400.0,,,,pintura,,,,,,,,,,
Aldo Bonadei,Óleo sobre Tela,1966.0,Pinturas,74.0,55.0,2007,36000.0,,,,pintura,,,,,,,,,,
Mario Gruber Correia,Óleo sobre Tela,2002.0,Pinturas,65.0,65.0,2007,7900.0,,,,pintura,,,,,,,,,,
Candido Portinari,Grafite e crayon,1960.0,Pinturas,18.5,25.5,2000,21000.0,,,,desenho,,,,,,,,,,
Fatima Neves,Técnica mista sobre tela,,Pinturas,170.0,100.0,2007,3500.0,,,,outro,,,,,,,,,,
Waldemar da Costa,Óleo sobre madeira,1969.0,Pinturas,42.0,53.0,2007,6000.0,,,,pintura,,,,,,,,,,
Lucy Citti Ferreira,Óleo sobre cartão,,Pinturas,41.0,33.0,2007,8500.0,,,,pintura,,,,,,,,,,
Jose Ferraz de Almeida Junior,Óleo sobre Tela,,Pinturas,56.0,39.0,2004,250000.0,,,,pintura,,,,,,,,,,
Simone Ribeiro,Acrílica sobre madeira,,Pinturas,,,2007,6900.0,,,,pintura,,,,,,,,,,
Di Cavalcanti,Xilogravura a cores sobre papel,,Pinturas,42.0,49.0,2007,1700.0,,,,reprodução,,,,,,,,,,
Eugenio Proen,Óleo sobre Tela,1973.0,Pinturas,24.0,19.0,2007,1300.0,,,,pintura,,,,,,,,,,
Ant,Aquarela,1961.0,Pinturas,51.0,37.0,1997,8930.0,,,,pintura,,,,,,,,,,
Di Cavalcanti,Serigrafia,1974.0,Pinturas,13.0,23.0,2007,1500.0,,,,reprodução,,,,,,,,,,
Adilson Daparecida,Óleo sobre Tela,2007.0,Pinturas,100.0,60.0,2007,600.0,,,,pintura,,,,,,,,,,
Lucchesi,Óleo sobre Tela,2005.0,Pinturas,120.0,120.0,2007,3900.0,,,,pintura,,,,,,,,,,
Bustamante Sa,Óleo sobre eucatex,,Pinturas,47.0,30.0,2007,1600.0,,,,pintura,,,,,,,,,,
Aluisio Carvao,Óleo sobre Tela,1988.0,Pinturas,120.0,165.0,2007,25000.0,,,,pintura,,,,,,,,,,
Candido Portinari,Grafite,,Pinturas,20.5,23.5,2002,15750.0,,,,desenho,,,,,,,,,,
Aluisio Carvao,Óleo sobre Tela,1988.0,Pinturas,120.0,165.0,2007,25000.0,,,,pintura,,,,,,,,,,
Candido Portinari,Grafite,,Pinturas,20.5,23.5,2002,15750.0,,,,desenho,,,,,,,,,,
Giuseppe Perissinotto,Óleo sobre Tela,1936.0,Pinturas,47.0,37.0,2007,1400.0,,,,pintura,,,,,,,,,,
Thomaz Ianelli,Técnica Mista,1962.0,Pinturas,14.0,19.0,2007,1300.0,,,,outro,,,,,,,,,,
Marcio Schiaz,Óleo sobre Tela,2006.0,Pinturas,70.0,50.0,2007,500.0,,,,pintura,,,,,,,,,,
Roberto Burle Marx,Nanquim e aguada sobre papel,1983.0,Pinturas,76.0,57.0,2007,4500.0,,,,desenho,,,,,,,,,,
Timoteo P,Óleo sobre madeira,1973.0,Pinturas,33.0,24.5,2007,1500.0,,,,pintura,,,,,,,,,,
Inima Jos,Óleo sobre Tela,1979.0,Pinturas,49.0,39.0,2007,11000.0,,,,pintura,,,,,,,,,,
Carlos Oswald,Óleo sobre Tela,1950.0,Pinturas,120.0,80.0,2007,7500.0,,,,pintura,,,,,,,,,,
Inima Jos,Óleo sobre tela colado sobre eucatex,1995.0,Pinturas,60.0,40.0,2007,13000.0,,,,pintura,,,,,,,,,,
Anna Letycia,Acrílica sobre papel,2000.0,Pinturas,57.5,77.0,2007,2500.0,,,,pintura,,,,,,,,,,
Arthur Luiz Piza,Gravura em metal,1980.0,Pinturas,14.0,34.0,2007,900.0,,,,reprodução,,,,,,,,,,
Roberto Burle Marx,Nanquim e aguada sobre papel,1984.0,Pinturas,65.0,50.0,2007,3600.0,,,,desenho,,,,,,,,,,
Manoel Bersan,Óleo sobre Tela,1997.0,Pinturas,140.0,140.0,2007,2000.0,,,,pintura,,,,,,,,,,
Carlos Bracher,Óleo sobre Tela,1979.0,Pinturas,92.0,65.0,2007,6300.0,,,,pintura,,,,,,,,,,
Antonio Maluf,Guache sobre papel,1967.0,Pinturas,44.0,44.0,2007,16500.0,,,,pintura,,,,,,,,,,
Jose Paulo Moreira da Fonseca,Óleo sobre Tela,1963.0,Pinturas,46.0,38.5,2007,1900.0,,,,pintura,,,,,,,,,,
Benjamin Silva,Acrílica sobre papel colado em cartão,1970.0,Pinturas,29.0,39.0,2007,750.0,,,,pintura,,,,,,,,,,
Antonio Maluf,Guache sobre papel,1967.0,Pinturas,44.0,44.0,2007,16500.0,,,,pintura,,,,,,,,,,
Jose Paulo Moreira da Fonseca,Óleo sobre Tela,1963.0,Pinturas,46.0,38.5,2007,1900.0,,,,pintura,,,,,,,,,,
Benjamin Silva,Acrílica sobre papel colado em cartão,1970.0,Pinturas,29.0,39.0,2007,750.0,,,,pintura,,,,,,,,,,
Vicente do Rego Monteiro,Óleo sobre Tela,,Pinturas,12.0,18.0,2004,32000.0,,,,pintura,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre madeira,1917.0,Pinturas,12.0,22.5,2004,11000.0,,,,pintura,,,,,,,,,,
Manoel Santiago,Óleo sobre duratex,1962.0,Pinturas,65.0,80.0,2007,10000.0,,,,pintura,,,,,,,,,,
Carlos Scliar,Vinil e colagem encerado sobre tela,1985.0,Pinturas,55.0,75.0,2007,10000.0,,,,pintura,,,,,,,,,,
Jose Paulo Moreira da Fonseca,Óleo sobre Tela,1969.0,Pinturas,35.0,24.0,2007,1000.0,,,,pintura,,,,,,,,,,
Reynaldo Fonseca,Óleo sobre Tela,1973.0,Pinturas,37.5,45.0,2007,6500.0,,,,pintura,,,,,,,,,,
Samson Flexor,Guache,1968.0,Pinturas,19.0,30.0,2007,2000.0,,,,pintura,,,,,,,,,,
Aldo Bonadei,Óleo sobre Tela,1966.0,Pinturas,100.0,77.0,1998,28350.0,,,,pintura,,,,,,,,,,
Clodomiro Amazonas Monteiro,Óleo sobre madeira,,Pinturas,25.0,22.0,2007,2400.0,,,,pintura,,,,,,,,,,
Ant,Óleo sobre Tela,1957.0,Pinturas,31.0,23.0,1998,18380.0,,,,pintura,,,,,,,,,,
Annita Catarina Malfatti,Óleo sobre Tela,,Pinturas,44.0,35.0,1997,110250.0,,,,pintura,,,,,,,,,,
Rodolfo Amoedo,Sanguinea,1882.0,Pinturas,17.0,28.0,2007,1000.0,,,,outro,,,,,,,,,,
Ant,Óleo sobre Tela,,Pinturas,54.0,45.0,2003,75000.0,,,,pintura,,,,,,,,,,
Antonio Dias,Guache,1969.0,Pinturas,97.0,68.0,2007,7500.0,,,,pintura,,,,,,,,,,
Jose Antonio da Silva,Óleo sobre Tela,1979.0,Pinturas,35.0,27.0,2007,3000.0,,,,pintura,,,,,,,,,,
Jorge Guinle Filho,Nanquim e lápis de cor,1981.0,Pinturas,18.0,8.5,2007,1500.0,,,,desenho,,,,,,,,,,
Tadashi Kaminagai,Óleo sobre cartão,1937.0,Pinturas,46.0,37.5,2007,4500.0,,,,pintura,,,,,,,,,,
Alberto Guignard,Óleo sobre madeira,1955.0,Pinturas,37.5,43.0,2000,101850.0,,,,pintura,,,,,,,,,,
Siron Franco,Óleo sobre Tela,1989.0,Pinturas,190.0,176.0,1998,21530.0,,,,pintura,,,,,,,,,,
Siron Franco,Óleo sobre Tela,1989.0,Pinturas,190.0,176.0,1998,21530.0,,,,pintura,,,,,,,,,,
Niobe Xando,Óleo sobre Tela,,Pinturas,73.0,92.0,2007,3000.0,,,,pintura,,,,,,,,,,
Alberto Guignard,Óleo sobre tela colada sobre placa,1946.0,Pinturas,50.0,60.0,1999,703500.0,,,,pintura,,,,,,,,,,
Vittorio Gobbis,Óleo sobre Tela,1968.0,Pinturas,48.0,57.0,2007,2000.0,,,,pintura,,,,,,,,,,
Annita Catarina Malfatti,Óleo sobre tela colada sobre placa,1926.0,Pinturas,50.0,35.5,1999,35700.0,,,,pintura,,,,,,,,,,
Roberto Burle Marx,Nanquim e aguada sobre papel,1983.0,Pinturas,76.5,56.5,2007,3700.0,,,,desenho,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre madeira,,Pinturas,35.0,27.0,1997,12600.0,,,,pintura,,,,,,,,,,
J,Nanquim sobre papel,1930.0,Pinturas,23.0,18.0,2007,2000.0,,,,desenho,,,,,,,,,,
Alberto Guignard,Óleo sobre madeira,1950.0,Pinturas,110.0,80.5,1997,231000.0,,,,pintura,,,,,,,,,,
Thomaz Ianelli,Têmpera sobre tela,1974.0,Pinturas,50.0,70.0,2007,3500.0,,,,pintura,,,,,,,,,,
Ivan Serpa,Litografia,1959.0,Pinturas,22.0,18.0,2007,890.0,,,,reprodução,,,,,,,,,,
Anna Maria Maiolino,Guache e pastel sobre papel,1982.0,Pinturas,97.5,66.0,2007,2700.0,,,,pintura,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre Tela,1893.0,Pinturas,27.0,46.0,1997,17850.0,,,,pintura,,,,,,,,,,
Di Cavalcanti,Serigrafia,,Pinturas,66.0,50.0,2017,1000.0,,,,reprodução,,,,,,,,,,
Rubens Gerchman,Acrílica sobre tela,1997.0,Pinturas,95.0,70.0,2007,6600.0,,,,pintura,,,,,,,,,,
J,Aquarela e nanquim sobre papel,1929.0,Pinturas,46.5,30.0,2007,3500.0,,,,pintura,,,,,,,,,,
Maria Leontina Franco Da Costa,Acrílica sobre tela,1979.0,Pinturas,41.0,33.0,2007,15500.0,,,,pintura,,,,,,,,,,
Rubens Gerchman,Acrílica sobre tela,1997.0,Pinturas,95.0,70.0,2007,6600.0,,,,pintura,,,,,,,,,,
J,Aquarela e nanquim sobre papel,1929.0,Pinturas,46.5,30.0,2007,3500.0,,,,pintura,,,,,,,,,,
Maria Leontina Franco Da Costa,Acrílica sobre tela,1979.0,Pinturas,41.0,33.0,2007,15500.0,,,,pintura,,,,,,,,,,
Baptista Gariglio Filho,Aquarela,2006.0,Pinturas,25.0,17.0,2007,500.0,,,,pintura,,,,,,,,,,
Ismael Nery,Aquarela,1925.0,Pinturas,12.5,19.5,2007,46000.0,,,,pintura,,,,,,,,,,
Stella Bianco,Óleo sobre Tela,,Pinturas,60.0,80.0,2007,2400.0,,,,pintura,,,,,,,,,,
Aldemir Martins,Óleo sobre Tela,1983.0,Pinturas,27.0,46.0,2007,8100.0,,,,pintura,,,,,,,,,,
Kazuo Wakabayashi,Óleo e pigmentos sobre madeira,1975.0,Pinturas,30.0,30.0,2007,2200.0,,,,pintura,,,,,,,,,,
Francisco Brennand,Óleo sobre Tela,1968.0,Pinturas,81.0,100.0,2007,6000.0,,,,pintura,,,,,,,,,,
Aluisio Carvao,Óleo sobre Tela,1960.0,Pinturas,60.0,50.0,2004,14100.0,,,,pintura,,,,,,,,,,
Yolanda Lederer Mohalyi,Aquarela,1956.0,Pinturas,65.0,45.0,2001,6300.0,,,,pintura,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre Tela,,Pinturas,80.0,50.0,2003,30000.0,,,,pintura,,,,,,,,,,
Galeno,Óleo sobre madeira,,Pinturas,110.0,80.0,2007,3300.0,,,,pintura,,,,,,,,,,
Manuel Messias dos Santos,Xilogravura,,Pinturas,20.0,23.0,2007,600.0,,,,reprodução,,,,,,,,,,
Walter Lewy,Óleo sobre Tela,1986.0,Pinturas,93.0,73.0,2007,3000.0,,,,pintura,,,,,,,,,,
Enrico Bianco,Óleo sobre duratex,1983.0,Pinturas,34.0,24.0,2007,4400.0,,,,pintura,,,,,,,,,,
Heitor dos Prazeres,Óleo sobre Tela,1960.0,Pinturas,39.0,49.0,2007,4000.0,,,,pintura,,,,,,,,,,
Antonio Poteiro,Óleo sobre Tela,2003.0,Pinturas,30.0,25.0,2007,850.0,,,,pintura,,,,,,,,,,
Djanira da Motta e Silva,Caneta hidrográfica,1965.0,Pinturas,33.0,48.0,2007,3000.0,,,,desenho,,,,,,,,,,
Di Cavalcanti,Óleo sobre Tela,1968.0,Pinturas,38.0,46.0,1999,46730.0,,,,pintura,,,,,,,,,,
Jos,Sanguinea,1943.0,Pinturas,28.0,23.0,2007,2000.0,,,,outro,,,,,,,,,,
Lothar Charoux,Guache,1971.0,Pinturas,39.0,39.0,2007,5500.0,,,,pintura,,,,,,,,,,
Jos,Óleo sobre Tela,,Pinturas,30.0,30.0,2007,500.0,,,,pintura,,,,,,,,,,
Lothar Charoux,Guache,1971.0,Pinturas,39.0,39.0,2007,5500.0,,,,pintura,,,,,,,,,,
Jos,Óleo sobre Tela,,Pinturas,30.0,30.0,2007,500.0,,,,pintura,,,,,,,,,,
Antonio Dias,Óxido de ferro sobre pasta de algodão,,Pinturas,46.0,28.0,2002,14700.0,,,,outro,,,,,,,,,,
Sergio Ferreira,Óleo sobre Tela,,Pinturas,140.0,90.0,2007,1800.0,,,,pintura,,,,,,,,,,
Mira Schendel,"Folha de ouro,prata,ecoline e pastel oleoso sobre papel",1982.0,Pinturas,26.0,35.5,2007,8000.0,,,,pintura,,,,,,,,,,
Fernando Carpaneda,Óleo sobre Tela,1987.0,Pinturas,60.0,60.0,2007,2000.0,,,,pintura,,,,,,,,,,
Kong Fang Chen,Óleo sobre Tela,,Pinturas,87.0,62.0,2007,3500.0,,,,pintura,,,,,,,,,,
Rubem Valentim,Acrílica sobre tela,1990.0,Pinturas,50.0,70.0,2007,7000.0,,,,pintura,,,,,,,,,,
Wesley Duke Lee,Fotografia e desenho,1982.0,Pinturas,18.5,20.5,2007,2500.0,,,,desenho,,,,,,,,,,
Adriana Varejao,Óleo sobre madeira,1995.0,Pinturas,140.0,110.0,2007,390000.0,,,,pintura,,,,,,,,,,
Jorge de Mendon,Óleo sobre Tela,1930.0,Pinturas,61.0,46.0,2007,1500.0,,,,pintura,,,,,,,,,,
Candido Portinari,Lápis sobre papel,1956.0,Pinturas,20.0,15.0,2000,4000.0,,,,desenho,,,,,,,,,,
Candido Portinari,Óleo sobre Tela,,Pinturas,15.0,20.0,2002,73500.0,,,,pintura,,,,,,,,,,
Roberto Burle Marx,Nanquim e aguada sobre papel,1983.0,Pinturas,76.0,57.0,2007,3500.0,,,,desenho,,,,,,,,,,
Bustamante Sa,Óleo sobre Tela,1974.0,Pinturas,54.0,45.0,2007,2700.0,,,,pintura,,,,,,,,,,
Candido Portinari,Nanquim sobre papel,1950.0,Pinturas,22.0,28.0,2001,8400.0,,,,desenho,,,,,,,,,,
Bustamante Sa,Óleo sobre Tela,1974.0,Pinturas,54.0,45.0,2007,2700.0,,,,pintura,,,,,,,,,,
Candido Portinari,Nanquim sobre papel,1950.0,Pinturas,22.0,28.0,2001,8400.0,,,,desenho,,,,,,,,,,
Ibere Camargo,Guache,1986.0,Pinturas,70.0,100.0,2007,48000.0,,,,pintura,,,,,,,,,,
Alceu Rogoski,Óleo sobre Tela,2006.0,Pinturas,110.0,80.0,2007,2000.0,,,,pintura,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre Tela,,Pinturas,64.0,39.0,1997,105000.0,,,,pintura,,,,,,,,,,
Manoel Santiago,Óleo sobre chapa de madeira industrializada,1950.0,Pinturas,53.5,64.5,2007,7100.0,,,,pintura,,,,,,,,,,
Alberto Guignard,Óleo sobre madeira,,Pinturas,27.0,26.0,2004,40000.0,,,,pintura,,,,,,,,,,
Inima Jos,Óleo sobre eucatex,1960.0,Pinturas,121.0,48.0,2007,18000.0,,,,pintura,,,,,,,,,,
Arc,Óleo sobre Tela,1989.0,Pinturas,130.0,110.0,2007,65000.0,,,,pintura,,,,,,,,,,
Aldo Bonadei,Óleo sobre Tela,1955.0,Pinturas,78.5,59.0,2003,80000.0,,,,pintura,,,,,,,,,,
Modest Cuixart,Aquarela sobre papel,1959.0,Pinturas,11.5,16.0,2007,2600.0,,,,pintura,,,,,,,,,,
Candido Portinari,Óleo sobre Tela,1941.0,Pinturas,33.0,41.0,1997,288750.0,,,,pintura,,,,,,,,,,
Bustamante Sa,Óleo sobre Tela,1958.0,Pinturas,74.0,53.0,2007,3800.0,,,,pintura,,,,,,,,,,
Antonio Dias,"Acrílico,alumínio e madeira",1968.0,Pinturas,33.0,23.0,1999,13650.0,,,,pintura,,,,,,,,,,
Ant,Aquarela,1949.0,Pinturas,19.0,28.0,2005,9000.0,,,,pintura,,,,,,,,,,
Jose Pedrosa,Técnica Mista,1966.0,Pinturas,25.0,18.0,2007,567.0,,,,outro,,,,,,,,,,
Milton Dacosta,Óleo sobre Tela,1980.0,Pinturas,24.0,18.0,2007,8000.0,,,,pintura,,,,,,,,,,
Marisa Innecco,Óleo sobre tela colado sobre eucatex,,Pinturas,180.0,80.0,2007,3500.0,,,,pintura,,,,,,,,,,
Marisa Innecco,Óleo sobre tela colado sobre eucatex,,Pinturas,180.0,80.0,2007,3500.0,,,,pintura,,,,,,,,,,
Ant,Óleo sobre Tela,,Pinturas,54.0,45.0,2000,34650.0,,,,pintura,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre madeira,1915.0,Pinturas,38.0,55.0,1998,19950.0,,,,pintura,,,,,,,,,,
Vicente do Rego Monteiro,Aquarela,1921.0,Pinturas,12.5,21.5,2004,10000.0,,,,pintura,,,,,,,,,,
Rubens Gerchman,Óleo sobre tela colada sobre cartão,,Pinturas,29.0,37.0,2007,2500.0,,,,pintura,,,,,,,,,,
Candido Portinari,Óleo sobre madeira,,Pinturas,41.0,32.0,1998,89250.0,,,,pintura,,,,,,,,,,
Nelson Leirner,Técnica Mista,2005.0,Pinturas,21.0,27.0,2007,5000.0,,,,outro,,,,,,,,,,
Ado Malagoli,Óleo sobre Tela,,Pinturas,60.0,81.0,2007,7000.0,,,,pintura,,,,,,,,,,
Enrico Bianco,Óleo sobre duratex,1982.0,Pinturas,34.0,24.0,2007,4600.0,,,,pintura,,,,,,,,,,
Ant,Óleo sobre tela colada sobre cartão,1951.0,Pinturas,55.0,46.0,1999,50400.0,,,,pintura,,,,,,,,,,
Joaquim Miguel Dutra,Óleo sobre Tela,1923.0,Pinturas,55.0,32.0,2007,3500.0,,,,pintura,,,,,,,,,,
Ivan Serpa,Guache,1952.0,Pinturas,13.5,20.0,2007,6500.0,,,,pintura,,,,,,,,,,
Jose Paulo Moreira da Fonseca,Óleo sobre Tela,1970.0,Pinturas,24.0,33.0,2007,2000.0,,,,pintura,,,,,,,,,,
Jo,Óleo sobre placa,1968.0,Pinturas,95.0,122.0,2007,50000.0,,,,pintura,,,,,,,,,,
Inima Jos,Óleo sobre Tela,1979.0,Pinturas,50.0,30.0,2007,12000.0,,,,pintura,,,,,,,,,,
Jo,Óleo sobre placa,1968.0,Pinturas,95.0,122.0,2007,50000.0,,,,pintura,,,,,,,,,,
Inima Jos,Óleo sobre Tela,1979.0,Pinturas,50.0,30.0,2007,12000.0,,,,pintura,,,,,,,,,,
Gerson de Souza,Óleo sobre Tela,1988.0,Pinturas,33.0,22.0,2007,800.0,,,,pintura,,,,,,,,,,
Maciej Antoni Babinski,Aquarela,1981.0,Pinturas,38.0,27.5,2007,1000.0,,,,pintura,,,,,,,,,,
Jenner Augusto,Óleo sobre Tela,1980.0,Pinturas,61.5,37.0,2007,3000.0,,,,pintura,,,,,,,,,,
Daniel Senise,Óleo sobre Tela,2003.0,Pinturas,150.0,110.0,2007,27000.0,,,,pintura,,,,,,,,,,
Carlos Scliar,Vinil e colagem encerado sobre tela,1988.0,Pinturas,26.0,37.0,2007,2700.0,,,,pintura,,,,,,,,,,
Pedro Angelo Kiefer Parreiras,Óleo sobre Tela,2007.0,Pinturas,107.0,119.0,2007,5000.0,,,,pintura,,,,,,,,,,
Roberto Magalhaes,Guache sobre papel,1994.0,Pinturas,50.0,70.5,2007,2700.0,,,,pintura,,,,,,,,,,
Clovis Graciano,Desenho a nanquim,1972.0,Pinturas,34.0,52.0,2007,4000.0,,,,desenho,,,,,,,,,,
Di Cavalcanti,Aquarela,,Pinturas,18.0,26.0,2007,8000.0,,,,pintura,,,,,,,,,,
Candido Portinari,Ponta-seca,1958.0,Pinturas,19.0,26.0,2000,3000.0,,,,outro,,,,,,,,,,
Anna Letycia,Gravura em metal,1967.0,Pinturas,62.5,46.0,2007,950.0,,,,reprodução,,,,,,,,,,
Annita Catarina Malfatti,Óleo sobre Tela,1957.0,Pinturas,37.0,44.5,2004,50000.0,,,,pintura,,,,,,,,,,
Annita Catarina Malfatti,Óleo sobre madeira,,Pinturas,30.0,44.0,2003,68250.0,,,,pintura,,,,,,,,,,
Arthur Luiz Piza,Gravura,1968.0,Pinturas,47.0,60.0,2007,2800.0,,,,reprodução,,,,,,,,,,
Marco Antonio Manfredi,Óleo sobre madeira,1987.0,Pinturas,39.0,26.0,2007,500.0,,,,pintura,,,,,,,,,,
Arthur Luiz Piza,Gravura,1968.0,Pinturas,47.0,60.0,2007,2800.0,,,,reprodução,,,,,,,,,,
Marco Antonio Manfredi,Óleo sobre madeira,1987.0,Pinturas,39.0,26.0,2007,500.0,,,,pintura,,,,,,,,,,
Roberto Magalhaes,Óleo sobre Tela,1998.0,Pinturas,46.0,61.0,2007,16500.0,,,,pintura,,,,,,,,,,
Firmino Saldanha,Óleo sobre Tela,1976.0,Pinturas,65.0,101.0,2007,2200.0,,,,pintura,,,,,,,,,,
Siron Franco,Óleo sobre Tela,1980.0,Pinturas,60.0,46.0,2000,15750.0,,,,pintura,,,,,,,,,,
Frans Krajcberg,Relevo sobre papel gessado e moldado sobre pedras e sucata,1975.0,Pinturas,76.0,105.0,2007,21000.0,,,,outro,,,,,,,,,,
Ibere Camargo,Óleo sobre Tela,1948.0,Pinturas,46.0,55.0,2007,51000.0,,,,pintura,,,,,,,,,,
Ibere Camargo,Nanquim sobre papel,1964.0,Pinturas,30.0,45.0,2007,2125.0,,,,desenho,,,,,,,,,,
Armando Balloni,Óleo sobre Tela,1955.0,Pinturas,45.5,54.0,2007,1800.0,,,,pintura,,,,,,,,,,
Orlando Teruz,Óleo sobre Tela,1984.0,Pinturas,100.0,81.0,2007,32000.0,,,,pintura,,,,,,,,,,
Antonio Dias,Óleo e tinta plástica sobre madeira,,Pinturas,84.0,84.0,2000,170000.0,,,,pintura,,,,,,,,,,
Ant,Óleo sobre Tela,1964.0,Pinturas,130.0,97.0,1998,101850.0,,,,pintura,,,,,,,,,,
Henrique Goldschmidt,Aquarela sobre papel,1916.0,Pinturas,23.0,16.5,2007,1500.0,,,,pintura,,,,,,,,,,
Tomas Santa Rosa Junior,Óleo sobre Tela,1950.0,Pinturas,62.0,45.0,2007,12000.0,,,,pintura,,,,,,,,,,
Di Cavalcanti,Óleo sobre Tela,1966.0,Pinturas,116.0,89.0,2005,980000.0,,,,pintura,,,,,,,,,,
Siron Franco,Óleo sobre Tela,1993.0,Pinturas,40.0,30.0,2007,3500.0,,,,pintura,,,,,,,,,,
Siron Franco,Óleo sobre Tela,1972.0,Pinturas,50.0,60.0,2007,5500.0,,,,pintura,,,,,,,,,,
Modest Cuixart,Aquarela sobre papel,1959.0,Pinturas,11.5,16.0,2007,2500.0,,,,pintura,,,,,,,,,,
Giovanna Martins,Óleo sobre Tela,1993.0,Pinturas,140.0,96.0,2007,3000.0,,,,pintura,,,,,,,,,,
Joao Baptista da Costa,Óleo sobre madeira,,Pinturas,36.0,24.0,2004,15000.0,,,,pintura,,,,,,,,,,
Antonio Henrique Amaral,Lápis de cera,1980.0,Pinturas,100.0,70.0,2003,10500.0,,,,desenho,,,,,,,,,,
Raimundo Falc,Óleo sobre Tela,1963.0,Pinturas,81.0,100.0,2007,100000.0,,,,pintura,,,,,,,,,,
Dario Mecatti,Óleo sobre Tela,,Pinturas,50.0,90.0,2007,5900.0,,,,pintura,,,,,,,,,,
Aldemir Martins,Óleo sobre Tela,1988.0,Pinturas,61.0,74.0,2007,40000.0,,,,pintura,,,,,,,,,,
Dario Mecatti,Óleo sobre Tela,1974.0,Pinturas,40.0,100.0,2007,7000.0,,,,pintura,,,,,,,,,,
Aldemir Martins,Óleo sobre Tela,1988.0,Pinturas,61.0,74.0,2007,40000.0,,,,pintura,,,,,,,,,,
Dario Mecatti,Óleo sobre Tela,1974.0,Pinturas,40.0,100.0,2007,7000.0,,,,pintura,,,,,,,,,,
Ant,Aquarela,1946.0,Pinturas,49.0,64.0,2002,25200.0,,,,pintura,,,,,,,,,,
Rafael Maia Rosa,Óleo sobre Tela,1971.0,Pinturas,120.0,110.0,2007,1500.0,,,,pintura,,,,,,,,,,
Jose Leonilson Bezerra Dias,Nanquim e aquarela,1989.0,Pinturas,31.0,41.0,2007,40000.0,,,,pintura,,,,,,,,,,
Aldo Bonadei,Óleo sobre Tela,1956.0,Pinturas,80.0,60.0,2007,81000.0,,,,pintura,,,,,,,,,,
Osmar Pinheiro,"Acrílica,óleo e encáustica",2001.0,Pinturas,140.0,100.0,2007,14000.0,,,,pintura,,,,,,,,,,
Aldo Bonadei,Óleo sobre tela colado em eucatex,1928.0,Pinturas,25.5,21.5,2004,17000.0,,,,pintura,,,,,,,,,,
Tomie Ohtake,Litografia,,Pinturas,,,2007,800.0,,,,reprodução,,,,,,,,,,
